date;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;wine type;sulphates;alcohol;quality;store type
16-09-2022;66;61;0;16;69;4;8;;333;white;37;104;low;bar
16-09-2022;68;69;0;56;124;21;58;;346;white;72;102;medium;bar
16-09-2022;88;45;43;14;76;12;21;99551;321;red;75;102;medium;bar
16-09-2022;121;4;52;2;92;15;54;;303;red;66;102;medium;bar
17-09-2022;96;6;5;23;79;28;71;;35;red;57;97;medium;bar
17-09-2022;72;61;8;4;82;26;108;;325;white;51;94;medium;store
17-09-2022;81;78;23;26;59;5;15;997;337;red;56;113;medium;store
17-09-2022;94;;34;36;82;5;14;9987;329;white;52;107;medium;restaurant
18-09-2022;66;725;9;55;117;9;17;99655;335;white;49;108;medium;bar
18-09-2022;84;;22;27;84;4;18;99682;326;white;57;99;medium;restaurant
18-09-2022;8;118;21;19;83;14;41;;334;white;47;105;medium;bar
18-09-2022;96;32;47;14;56;9;24;99695;322;white;82;103;high;bar
18-09-2022;74;49;27;21;71;14;25;;335;red;63;12;medium;bar
18-09-2022;77;96;2;2;47;15;60;9955;336;red;44;109;medium;restaurant
18-09-2022;7;58;28;48;85;12;69;99633;332;red;7;11;medium;bar
18-09-2022;115;54;71;44;124;6;15;9984;301;white;83;118;high;store
19-09-2022;94;43;24;28;92;14;45;998;319;white;73;10;medium;store
19-09-2022;79;;6;4;87;27;61;;336;red;67;107;medium;restaurant
19-09-2022;116;41;54;15;95;22;41;;302;white;76;99;high;store
19-09-2022;111;39;54;27;95;21;101;;313;red;51;95;medium;store
19-09-2022;65;61;0;22;95;48;59;99541;361;white;7;115;medium;store
19-09-2022;64;64;21;18;81;14;31;99689;359;white;66;98;medium;restaurant
20-09-2022;76;735;2;25;71;10;14;;351;red;71;117;high;bar
20-09-2022;79;4;3;18;157;2;45;;331;white;91;95;medium;store
20-09-2022;54;835;8;12;46;13;93;;357;white;85;13;high;store
20-09-2022;64;63;21;16;8;12;32;;358;white;66;98;medium;bar
21-09-2022;73;51;18;21;7;12;28;;352;red;73;95;medium;restaurant
21-09-2022;91;3;34;2;64;12;25;;326;red;84;117;high;store
21-09-2022;62;56;9;17;53;24;32;99402;354;white;6;113;medium;store
21-09-2022;82;7;23;2;99;14;81;9973;319;red;7;94;medium;store
22-09-2022;75;57;2;26;77;11;35;;336;red;62;108;medium;store
22-09-2022;74;53;12;19;165;4;12;;326;red;86;92;medium;restaurant
22-09-2022;72;49;18;27;69;13;34;;329;white;48;92;medium;bar
22-09-2022;138;49;67;3;93;6;15;;302;white;93;12;medium;store
22-09-2022;156;645;49;42;95;10;23;;292;white;74;111;medium;store
23-09-2022;87;;38;33;63;10;19;;33;white;73;12;high;store
23-09-2022;78;56;19;2;81;17;108;9962;332;red;54;95;medium;store
24-09-2022;72;53;14;21;64;15;29;;335;red;61;121;medium;bar
24-09-2022;68;6;18;19;79;18;86;;359;red;57;93;medium;store
24-09-2022;64;37;25;19;74;21;49;;357;white;62;98;medium;bar
24-09-2022;89;43;45;19;52;6;16;;335;white;7;125;medium;store
25-09-2022;61;38;15;18;72;6;19;;342;white;57;94;medium;restaurant
25-09-2022;67;16;64;21;59;24;52;;334;white;71;112;medium;store
25-09-2022;7;56;17;17;65;15;24;;344;white;68;1055;high;store
25-09-2022;78;6;14;24;86;3;15;9975;342;white;6;108;medium;store
25-09-2022;95;37;52;2;88;12;51;;329;white;58;111;medium;bar
26-09-2022;78;64;0;19;72;27;55;;331;white;63;11;medium;bar
26-09-2022;69;55;15;22;76;19;40;;341;white;59;101;medium;store
26-09-2022;72;34;24;2;71;30;52;;344;red;58;101;medium;restaurant
26-09-2022;104;38;46;21;104;6;10;;312;red;65;118;high;restaurant
26-09-2022;83;76;29;42;75;12;16;9965;345;red;68;115;medium;restaurant
27-09-2022;124;;49;26;79;27;69;9994;312;white;75;104;medium;store
27-09-2022;61;32;25;23;71;23;58;;342;white;97;106;medium;bar
27-09-2022;105;59;49;21;7;14;47;;33;white;56;96;low;store
28-09-2022;103;43;44;24;214;5;12;;319;white;63;95;medium;store
28-09-2022;77;54;26;19;89;23;147;;326;red;59;97;medium;store
28-09-2022;73;91;1;18;74;20;56;;335;white;56;92;medium;bar
28-09-2022;102;42;57;34;7;4;10;9971;304;white;63;96;medium;restaurant
28-09-2022;98;88;25;25;104;35;155;;341;red;67;112;medium;restaurant
01-10-2022;96;6;5;23;79;28;71;;35;white;57;97;medium;bar
01-10-2022;83;33;42;23;7;9;20;;338;white;77;127;high;bar
01-10-2022;73;45;36;59;74;12;87;;333;red;83;105;medium;store
01-10-2022;89;24;39;16;74;3;10;;312;white;59;95;medium;store
01-10-2022;82;43;29;16;81;27;45;99603;325;white;54;103;medium;restaurant
02-10-2022;63;36;19;32;75;15;39;;356;white;52;127;medium;restaurant
02-10-2022;96;68;24;22;87;5;28;;314;white;6;102;medium;store
02-10-2022;102;29;65;24;75;6;17;;322;white;63;118;medium;restaurant
02-10-2022;58;61;11;18;66;18;28;;355;white;66;109;medium;store
03-10-2022;68;5;11;15;75;16;49;;336;white;79;95;medium;bar
04-10-2022;62;51;14;19;56;15;34;99396;348;white;57;115;medium;restaurant
04-10-2022;76;35;6;26;73;23;44;;338;white;79;111;medium;restaurant
04-10-2022;78;53;33;24;8;24;144;;33;red;6;95;medium;bar
04-10-2022;77;62;4;38;84;25;45;;334;white;53;95;medium;store
04-10-2022;66;66;0;3;115;21;31;;345;white;63;103;medium;store
05-10-2022;89;59;39;23;95;5;22;;337;red;58;103;medium;bar
05-10-2022;79;35;46;36;78;15;37;9973;335;white;86;128;high;bar
05-10-2022;82;35;33;24;76;11;47;;327;white;81;11;medium;bar
05-10-2022;95;55;66;23;387;12;37;;317;white;67;96;medium;restaurant
05-10-2022;85;32;42;23;75;12;19;99434;314;red;71;118;high;store
05-10-2022;82;35;33;24;76;11;47;;327;red;81;11;medium;restaurant
06-10-2022;7;36;21;23;86;20;65;99558;34;white;54;101;medium;bar
06-10-2022;72;645;0;19;97;15;39;;337;white;58;92;medium;store
08-10-2022;79;3;68;83;5;375;278;99316;301;white;51;123;high;store
08-10-2022;74;55;19;18;82;15;34;;349;red;68;105;medium;bar
09-10-2022;62;52;8;44;71;11;32;;356;white;63;116;medium;store
09-10-2022;69;84;21;41;74;16;65;;353;white;72;925;medium;restaurant
09-10-2022;109;21;49;28;88;11;32;;322;red;68;117;medium;store
10-10-2022;115;59;59;26;87;13;49;9988;318;red;65;11;medium;store
10-10-2022;83;715;15;18;89;10;52;;323;white;77;95;medium;store
10-10-2022;68;785;0;24;104;14;30;9966;352;white;55;107;medium;restaurant
10-10-2022;93;36;39;15;8;41;55;;347;red;73;109;medium;store
10-10-2022;101;31;35;16;75;9;28;;324;red;83;112;high;store
11-10-2022;66;855;2;24;62;15;23;;354;red;6;11;medium;bar
11-10-2022;111;44;42;22;64;14;19;;325;red;57;104;medium;restaurant
11-10-2022;8;6;8;26;56;3;7;;322;red;37;13;medium;bar
11-10-2022;64;39;33;33;46;12;53;99294;336;red;62;122;medium;bar
11-10-2022;5;104;24;16;5;32;96;9934;374;white;62;115;medium;restaurant
12-10-2022;101;28;46;18;5;5;13;;304;red;79;102;medium;bar
12-10-2022;78;;9;22;115;10;42;;318;white;62;95;medium;store
12-10-2022;9;45;49;26;84;21;75;9987;335;white;57;97;medium;restaurant
12-10-2022;88;33;41;59;73;7;13;;33;white;62;121;high;bar
12-10-2022;88;61;14;24;67;10;42;;319;white;59;95;medium;store
12-10-2022;85;37;2;28;9;18;58;;334;red;7;96;medium;store
12-10-2022;78;815;1;26;74;48;90;;338;white;62;108;medium;restaurant
13-10-2022;91;4;57;46;8;6;20;99652;328;red;57;125;medium;restaurant
13-10-2022;77;67;23;21;88;17;96;;332;red;48;95;medium;restaurant
13-10-2022;95;78;22;19;77;6;32;;326;white;56;106;medium;bar
13-10-2022;114;46;5;27;122;4;17;;313;red;7;102;medium;store
13-10-2022;68;56;22;18;74;15;24;99438;34;white;82;112;medium;bar
13-10-2022;82;33;32;28;67;4;12;;33;white;76;128;high;restaurant
14-10-2022;66;895;4;23;68;7;13;;353;red;58;108;medium;store
14-10-2022;77;775;42;19;92;8;86;;323;white;59;95;medium;store
14-10-2022;74;965;0;22;88;16;32;;358;red;67;102;medium;bar
14-10-2022;87;7;24;25;226;5;15;9991;332;red;6;9;medium;bar
14-10-2022;86;55;9;33;68;8;17;;323;white;44;10;medium;store
14-10-2022;96;68;24;22;87;5;28;9988;314;white;6;102;medium;restaurant
14-10-2022;71;59;1;25;77;20;85;99746;355;white;59;98;medium;restaurant
14-10-2022;99;63;24;24;77;6;33;;309;red;57;94;medium;store
14-10-2022;77;57;21;15;69;4;9;;316;white;54;98;medium;restaurant
14-10-2022;101;27;54;23;65;7;26;;317;red;53;125;medium;store
15-10-2022;7;6;12;22;83;13;28;;352;red;62;102;high;bar
15-10-2022;9;39;4;13;44;25;50;;32;red;83;109;medium;store
15-10-2022;79;;0;14;96;6;13;;343;white;58;95;medium;bar
15-10-2022;88;46;45;26;65;7;18;;332;white;79;14;medium;restaurant
15-10-2022;78;56;19;18;104;12;47;9964;319;white;93;95;medium;restaurant
15-10-2022;93;33;45;15;57;19;37;99498;318;red;89;111;high;bar
15-10-2022;111;42;47;265;85;9;34;;324;red;77;121;high;store
16-10-2022;106;48;64;22;111;6;20;;326;red;66;117;medium;restaurant
16-10-2022;104;64;24;28;105;29;53;;324;white;67;99;medium;store
16-10-2022;111;18;48;15;68;7;15;;322;white;64;101;medium;bar
16-10-2022;83;49;36;18;222;6;16;;318;white;6;95;medium;restaurant
17-10-2022;84;65;6;21;112;12;90;;32;white;52;92;medium;store
17-10-2022;10;48;24;27;102;13;32;;328;white;56;10;medium;bar
17-10-2022;62;785;0;21;6;6;13;99664;359;red;61;10;low;restaurant
17-10-2022;74;;0;18;75;13;40;;351;white;56;94;medium;bar
17-10-2022;62;64;9;25;81;15;26;99538;357;red;63;12;medium;restaurant
17-10-2022;101;935;22;34;105;11;86;1001;343;white;64;113;low;bar
17-10-2022;64;56;15;18;78;17;65;;333;white;6;105;medium;restaurant
18-10-2022;111;31;53;22;6;3;10;;302;white;83;109;high;restaurant
18-10-2022;87;78;51;17;415;12;66;99623;3;white;117;92;medium;restaurant
18-10-2022;67;62;21;19;79;8;62;997;352;red;58;93;medium;bar
18-10-2022;73;34;33;25;64;21;37;9952;335;white;77;121;high;bar
18-10-2022;108;32;44;16;63;16;37;9985;322;red;78;10;medium;bar
18-10-2022;75;51;2;17;84;13;31;;336;red;54;105;medium;store
18-10-2022;99;59;7;34;102;32;71;;331;white;71;98;medium;bar
19-10-2022;104;33;63;28;84;5;22;;326;red;74;112;high;restaurant
19-10-2022;78;34;37;2;82;24;58;;334;red;59;94;medium;store
19-10-2022;83;28;48;21;93;6;12;;326;red;62;124;high;restaurant
19-10-2022;56;915;0;21;41;17;78;;368;white;73;114;medium;bar
20-10-2022;12;5;59;14;73;23;42;998;292;white;68;105;high;store
20-10-2022;72;36;46;21;74;24;44;;34;white;85;11;high;restaurant
21-10-2022;89;48;53;4;101;3;10;99586;321;red;59;121;high;bar
21-10-2022;83;6;25;22;118;9;38;;315;white;53;98;medium;store
21-10-2022;9;62;4;19;146;27;90;;316;white;7;94;medium;store
21-10-2022;72;605;2;19;96;10;31;;346;white;53;118;medium;store
21-10-2022;128;84;63;24;88;13;35;9997;31;red;6;104;medium;bar
22-10-2022;109;39;47;18;118;6;14;9982;33;white;75;98;medium;store
22-10-2022;78;63;48;17;1;14;96;9961;319;red;62;95;medium;store
22-10-2022;58;101;66;2;39;15;88;;366;red;6;115;medium;restaurant
22-10-2022;118;26;52;18;71;6;10;;32;white;72;102;high;store
23-10-2022;8;38;6;18;78;12;49;99625;337;white;52;99;medium;bar
23-10-2022;111;31;49;27;94;16;47;9986;312;red;102;106;high;restaurant
23-10-2022;67;54;13;2;76;15;36;;361;red;64;98;medium;restaurant
23-10-2022;82;64;27;2;95;5;77;;313;white;62;91;medium;restaurant
23-10-2022;96;88;28;24;86;30;147;9979;324;red;53;94;medium;restaurant
24-10-2022;86;47;47;24;74;7;29;9979;308;red;46;95;medium;bar
24-10-2022;8;705;5;19;74;8;19;;334;red;95;105;medium;store
25-10-2022;103;59;42;28;9;35;73;;328;red;7;95;medium;bar
25-10-2022;52;48;4;16;54;19;106;;354;red;62;122;high;store
25-10-2022;72;35;26;18;83;33;75;9968;34;white;58;95;medium;restaurant
25-10-2022;84;62;12;18;72;38;46;;338;white;89;118;medium;bar
25-10-2022;79;43;21;16;106;10;37;;317;white;91;95;medium;restaurant
26-10-2022;56;615;0;16;89;16;59;9943;358;white;52;99;medium;restaurant
26-10-2022;72;63;0;19;97;14;38;;337;white;58;9;medium;bar
26-10-2022;9;58;25;28;75;9;104;;323;red;57;97;medium;bar
26-10-2022;85;66;2;21;97;23;113;99733;313;white;48;92;medium;bar
26-10-2022;75;77;2;81;98;30;92;;32;red;58;92;medium;bar
26-10-2022;75;58;14;22;77;27;60;;328;red;59;98;medium;store
26-10-2022;75;38;57;23;106;5;12;;336;white;55;114;medium;restaurant
27-10-2022;104;55;23;27;91;18;48;;322;white;64;103;medium;restaurant
27-10-2022;113;36;66;24;123;3;8;99642;32;white;53;119;medium;bar
28-10-2022;66;63;0;43;93;51;775;99558;32;white;45;95;medium;restaurant
28-10-2022;78;88;0;26;98;25;67;;32;red;68;98;medium;restaurant
28-10-2022;56;31;78;139;74;23;92;;339;red;48;105;medium;restaurant
01-11-2022;82;24;34;51;62;8;22;;322;white;94;109;medium;bar
01-11-2022;86;49;51;2;422;16;62;9979;303;white;117;9;medium;restaurant
01-11-2022;82;74;9;2;67;5;10;99418;328;red;57;118;medium;bar
02-11-2022;69;63;33;67;235;66;115;;322;red;56;95;medium;restaurant
02-11-2022;89;;45;18;75;10;21;;341;red;76;119;high;store
02-11-2022;86;645;25;2;83;8;28;;328;red;6;10;medium;store
02-11-2022;62;7;15;51;76;13;27;;354;red;6;119;medium;restaurant
02-11-2022;91;5;3;19;65;8;17;;332;red;71;105;medium;bar
03-11-2022;79;3;68;83;5;375;289;;301;white;51;123;high;bar
03-11-2022;73;55;3;16;72;17;42;;337;red;48;9;low;restaurant
03-11-2022;91;29;33;205;63;13;27;99516;326;red;84;117;high;bar
03-11-2022;98;3;39;17;62;3;9;9948;314;red;57;115;high;store
03-11-2022;78;735;8;24;92;10;41;;324;red;71;98;medium;store
03-11-2022;78;46;26;19;88;23;53;9981;343;red;74;92;medium;restaurant
04-11-2022;74;25;29;22;54;19;49;;34;red;76;109;high;bar
04-11-2022;102;67;39;19;54;6;17;9976;317;white;47;10;medium;restaurant
04-11-2022;95;59;44;23;71;21;68;;346;white;63;95;medium;store
04-11-2022;73;39;31;24;74;9;46;9962;341;white;54;94;medium;bar
04-11-2022;81;545;18;19;8;13;35;9972;33;white;59;9;medium;store
05-11-2022;99;5;5;138;205;48;82;;316;red;75;88;medium;bar
05-11-2022;51;51;18;21;42;16;101;9924;346;white;87;129;high;restaurant
05-11-2022;77;49;26;19;62;9;31;;339;white;64;96;medium;restaurant
05-11-2022;74;61;1;2;74;13;38;;348;red;65;98;medium;restaurant
05-11-2022;79;58;23;23;76;23;94;;321;red;58;95;medium;bar
05-11-2022;83;78;1;26;81;45;87;9983;348;white;53;10;medium;restaurant
05-11-2022;53;715;19;15;161;7;62;99395;362;red;61;11;medium;restaurant
05-11-2022;8;25;43;17;67;22;50;9946;338;white;6;119;medium;bar
06-11-2022;59;395;13;24;56;14;28;;362;white;67;124;medium;store
06-11-2022;76;41;49;2;88;16;43;;348;red;64;91;medium;store
06-11-2022;69;63;2;19;78;18;30;;34;white;75;98;medium;bar
06-11-2022;15;21;44;22;75;10;24;;307;red;84;92;high;bar
06-11-2022;109;39;47;18;118;6;14;9982;33;white;75;98;medium;restaurant
06-11-2022;73;4;3;17;8;33;79;;341;white;65;95;medium;store
06-11-2022;68;36;32;18;67;4;8;;336;white;55;128;high;restaurant
07-11-2022;89;84;34;14;5;4;10;;312;red;48;91;medium;bar
07-11-2022;75;38;57;23;106;5;12;;336;red;55;114;medium;restaurant
07-11-2022;86;49;28;19;11;20;136;;293;red;195;99;medium;bar
07-11-2022;47;6;17;23;58;17;106;;385;red;6;129;medium;restaurant
07-11-2022;105;36;47;22;74;9;23;99638;323;red;76;12;medium;restaurant
08-11-2022;71;84;2;44;96;5;13;;341;white;57;11;low;store
08-11-2022;66;64;31;61;83;7;49;99718;335;white;68;103;medium;restaurant
08-11-2022;75;31;41;24;65;34;60;99492;334;white;85;114;medium;bar
08-11-2022;78;64;1;6;115;5;11;;337;red;69;101;high;bar
09-11-2022;75;43;3;22;62;6;12;;344;white;72;115;high;store
09-11-2022;8;715;22;23;75;13;81;99688;324;white;54;95;medium;bar
09-11-2022;112;28;56;19;75;17;60;;316;white;58;98;medium;store
09-11-2022;95;56;33;24;89;35;67;;328;red;73;118;high;store
09-11-2022;88;7;0;17;69;8;19;;331;white;53;10;medium;restaurant
10-11-2022;99;59;7;34;102;32;71;;331;white;71;98;medium;restaurant
10-11-2022;73;305;39;12;59;7;11;;329;red;52;115;medium;store
10-11-2022;137;415;68;29;85;17;43;;306;red;8;10;medium;store
10-11-2022;73;74;8;17;94;10;45;;324;red;5;98;medium;bar
11-11-2022;9;82;14;26;89;9;23;9984;339;red;63;98;medium;store
11-11-2022;68;63;7;21;89;11;44;9953;347;white;55;104;medium;restaurant
11-11-2022;72;62;6;27;77;15;85;;351;red;54;95;medium;restaurant
11-11-2022;73;59;26;2;8;17;104;99584;328;white;52;99;medium;store
11-11-2022;8;64;22;24;94;5;33;99612;337;red;58;11;medium;store
11-11-2022;105;28;51;17;8;10;24;;32;red;89;94;medium;restaurant
11-11-2022;79;24;4;16;56;11;25;;332;red;87;87;medium;restaurant
11-11-2022;69;52;25;26;81;10;37;99685;346;red;5;11;medium;restaurant
12-11-2022;116;47;44;16;147;36;51;;338;white;86;99;low;bar
12-11-2022;71;;0;18;74;16;34;;347;white;7;99;medium;store
12-11-2022;115;41;52;3;8;29;55;;326;red;88;11;medium;restaurant
12-11-2022;124;49;58;3;103;28;99;;316;white;1;115;medium;restaurant
13-11-2022;84;31;29;31;194;14;26;;322;white;78;12;medium;restaurant
13-11-2022;94;5;34;36;82;5;14;9987;329;red;52;107;medium;bar
13-11-2022;77;49;26;19;62;9;31;9966;339;white;64;96;medium;bar
13-11-2022;71;685;35;2;88;9;92;9963;328;red;62;94;medium;store
13-11-2022;73;51;18;21;7;12;28;;352;red;73;95;medium;store
14-11-2022;71;66;0;24;52;6;11;;335;red;66;127;high;bar
14-11-2022;71;59;0;21;91;9;14;;342;red;55;115;high;store
14-11-2022;73;67;2;22;72;31;92;;332;red;68;111;medium;restaurant
14-11-2022;71;68;0;22;73;12;22;;348;red;5;93;medium;store
14-11-2022;88;685;26;16;88;16;23;;332;red;47;94;medium;bar
15-11-2022;75;52;4;22;6;12;20;;326;white;64;118;medium;store
15-11-2022;74;6;26;21;83;17;91;99616;329;white;56;98;medium;store
15-11-2022;98;34;39;14;66;3;7;;319;red;55;114;high;bar
15-11-2022;8;31;45;21;216;5;16;99358;315;white;81;125;high;restaurant
15-11-2022;82;34;37;19;57;43;74;;323;red;81;12;medium;store
16-11-2022;77;51;28;21;87;23;54;;342;red;74;92;medium;restaurant
16-11-2022;87;78;51;17;415;12;66;;3;red;117;92;medium;store
16-11-2022;76;36;31;17;79;26;65;;346;red;62;95;medium;bar
16-11-2022;99;54;45;23;71;16;40;;339;red;62;94;medium;restaurant
16-11-2022;88;;4;22;119;14;56;;321;white;6;109;medium;store
16-11-2022;93;43;44;19;85;9;22;;328;red;55;95;medium;store
16-11-2022;125;6;49;43;1;5;14;;325;red;74;119;medium;store
16-11-2022;98;51;19;32;81;8;30;;323;white;58;105;medium;bar
17-11-2022;62;43;22;18;78;21;56;;352;white;6;95;medium;store
17-11-2022;97;32;54;25;94;28;83;9984;328;white;82;96;medium;restaurant
17-11-2022;82;73;21;17;74;5;13;;32;red;52;95;medium;bar
17-11-2022;58;68;2;18;87;21;94;;354;red;52;10;medium;store
17-11-2022;86;22;36;19;64;53;77;;347;white;87;11;high;store
18-11-2022;84;62;9;22;84;11;108;9964;315;white;66;98;medium;restaurant
18-11-2022;67;75;12;2;86;12;80;;338;red;52;101;medium;store
18-11-2022;87;54;26;25;97;7;31;9976;327;red;6;93;medium;store
18-11-2022;119;58;58;19;71;5;18;998;309;white;63;10;medium;store
18-11-2022;68;65;2;21;78;8;15;;335;red;62;104;medium;bar
19-11-2022;76;41;24;18;8;4;11;;328;white;59;95;medium;bar
19-11-2022;79;57;31;2;79;10;79;;329;red;69;95;medium;store
19-11-2022;71;43;42;55;7;29;129;9973;342;white;72;105;medium;store
19-11-2022;87;625;16;2;101;13;49;;314;white;57;11;medium;store
19-11-2022;56;66;0;22;87;3;11;;371;white;63;128;high;bar
21-11-2022;68;48;8;18;74;40;64;99529;312;white;49;96;medium;store
21-11-2022;68;56;22;18;74;15;24;99438;34;white;82;112;medium;restaurant
21-11-2022;8;52;3;17;7;10;35;99575;334;red;57;10;medium;bar
21-11-2022;76;41;33;25;78;6;23;9957;33;red;58;112;medium;restaurant
21-11-2022;9;46;23;28;92;28;104;;31;red;56;92;medium;store
21-11-2022;89;62;19;39;17;51;148;;317;white;93;92;medium;store
22-11-2022;71;71;0;19;8;14;35;;347;red;55;94;medium;bar
22-11-2022;79;545;6;4;87;27;61;;336;white;67;107;medium;bar
22-11-2022;73;67;26;18;401;16;51;9969;316;red;114;94;medium;bar
23-11-2022;95;39;41;89;69;18;39;;329;red;81;109;high;store
23-11-2022;76;51;24;24;91;8;38;;347;white;66;96;medium;restaurant
23-11-2022;66;855;2;24;62;15;23;;354;red;6;11;medium;bar
23-11-2022;105;42;66;295;116;12;29;;324;red;75;117;high;bar
23-11-2022;74;55;19;18;82;15;34;99655;349;white;68;105;medium;store
24-11-2022;63;102;0;2;83;17;24;;359;white;55;112;low;store
24-11-2022;65;885;0;23;166;6;12;;356;white;51;108;medium;restaurant
24-11-2022;99;57;25;2;104;12;89;;304;white;9;101;medium;restaurant
25-11-2022;10;41;45;62;71;6;14;;321;red;49;118;high;bar
25-11-2022;62;39;43;2;71;14;24;;345;red;87;112;high;bar
25-11-2022;67;46;24;17;77;18;34;;339;red;6;106;medium;restaurant
25-11-2022;89;5;21;22;88;21;39;99692;333;white;83;111;medium;store
25-11-2022;63;47;0;14;55;27;33;;345;white;48;123;medium;bar
26-11-2022;5;38;1;16;48;26;60;;37;red;75;14;medium;bar
26-11-2022;113;34;45;2;82;6;15;9988;294;red;66;92;medium;bar
26-11-2022;87;46;31;25;126;24;64;99746;31;red;74;96;medium;store
26-11-2022;74;785;19;52;94;19;98;;316;white;52;956667000000000;medium;store
27-11-2022;68;41;31;88;84;26;45;;338;red;64;101;medium;store
27-11-2022;86;33;4;26;83;16;68;99782;33;white;48;94;medium;restaurant
27-11-2022;8;58;28;32;66;21;114;9973;322;red;54;94;medium;store
27-11-2022;5;4;5;43;46;29;80;;349;white;66;136;medium;restaurant
27-11-2022;71;72;0;18;123;6;14;;345;red;58;98;medium;restaurant
27-11-2022;66;88;4;22;66;12;20;;353;white;56;99;medium;restaurant
28-11-2022;72;37;32;2;62;15;28;;323;red;73;113;high;store
28-11-2022;68;69;0;56;124;21;58;;346;red;72;102;medium;store
28-11-2022;102;36;64;29;122;10;41;;323;red;66;125;medium;bar
28-11-2022;76;95;3;2;9;7;20;9959;32;white;56;96;medium;store
28-11-2022;78;39;42;2;86;9;21;99526;339;red;66;116;medium;restaurant
28-11-2022;115;18;51;4;104;4;23;;328;white;97;101;medium;store
28-11-2022;68;61;4;15;57;5;10;;342;white;6;95;medium;bar
28-11-2022;87;69;0;32;84;13;33;;336;white;45;94;medium;restaurant
01-12-2022;65;63;33;18;59;16;28;;336;red;64;101;medium;store
01-12-2022;108;26;45;33;6;20;49;;313;white;54;96;medium;store
02-12-2022;102;49;63;29;72;10;26;;316;red;78;125;high;bar
02-12-2022;86;38;36;3;81;30;119;997;32;white;56;94;medium;store
02-12-2022;91;45;35;24;8;23;78;;338;red;62;95;medium;restaurant
02-12-2022;7;51;9;21;62;4;9;;335;red;54;105;medium;bar
03-12-2022;72;695;13;2;76;12;20;99546;329;white;54;101;medium;restaurant
03-12-2022;68;36;32;18;67;4;8;;336;red;55;128;high;bar
04-12-2022;75;51;2;17;84;13;31;;336;white;54;105;medium;store
04-12-2022;71;59;1;23;8;27;43;9955;342;white;58;107;medium;restaurant
04-12-2022;82;915;27;21;88;7;23;;326;white;47;10;low;bar
04-12-2022;53;47;11;22;48;16;89;;354;white;88;135667000000000;high;bar
04-12-2022;91;37;32;21;64;4;15;;33;red;8;112;medium;store
05-12-2022;71;68;0;23;87;17;26;;345;red;53;95;medium;store
05-12-2022;99;72;55;17;136;24;52;;335;white;94;10;medium;store
05-12-2022;63;51;13;23;76;29;40;;342;white;75;11;medium;store
05-12-2022;77;64;21;22;77;32;133;;327;white;45;99;medium;store
06-12-2022;89;12;45;18;75;10;21;99552;341;red;76;119;high;store
06-12-2022;106;1025;43;28;8;21;84;;306;white;57;101;medium;bar
06-12-2022;104;52;45;2;8;6;13;;322;white;76;114;medium;bar
06-12-2022;124;42;49;46;73;19;43;;302;red;61;95;medium;restaurant
06-12-2022;64;57;14;39;7;27;73;99669;332;red;48;92;medium;restaurant
06-12-2022;69;84;21;41;74;16;65;99842;353;white;72;923333000000000;medium;restaurant
07-12-2022;89;29;35;19;67;25;57;;318;red;136;103;medium;store
07-12-2022;69;5;4;15;85;19;49;;335;white;78;95;medium;store
07-12-2022;98;39;43;165;68;5;11;;319;white;46;114;medium;bar
07-12-2022;101;65;37;51;11;11;65;;332;white;64;104;medium;restaurant
07-12-2022;83;;3;34;79;7;34;;336;red;61;105;medium;store
08-12-2022;65;51;15;3;64;12;27;;333;red;59;128;medium;restaurant
09-12-2022;73;66;0;2;84;6;23;;361;white;96;99;medium;store
09-12-2022;88;955;5;18;75;5;19;;33;red;44;96;low;bar
09-12-2022;83;65;1;29;89;17;40;;329;red;55;95;medium;restaurant
09-12-2022;73;44;2;16;49;24;64;;338;red;57;117;medium;restaurant
09-12-2022;92;56;18;16;78;10;21;;315;white;49;99;medium;store
10-12-2022;81;72;9;28;84;18;49;9994;343;white;72;111;medium;bar
10-12-2022;78;5;12;18;178;6;21;;328;white;87;98;medium;store
10-12-2022;117;49;49;22;83;5;15;;319;white;43;92;medium;store
10-12-2022;105;51;64;24;107;6;15;;309;white;66;118;high;bar
10-12-2022;82;635;1;21;73;25;60;;329;white;75;109;medium;bar
10-12-2022;83;85;14;25;93;13;54;;336;white;54;101;medium;restaurant
11-12-2022;7;4;32;36;61;9;29;;328;white;49;113;high;restaurant
11-12-2022;74;36;3;18;74;17;24;99419;324;red;7;114;high;store
11-12-2022;10;35;45;25;92;20;88;;315;white;43;94;medium;bar
11-12-2022;78;5;3;19;75;8;22;;331;red;56;104;medium;bar
11-12-2022;79;885;3;18;58;4;8;;336;white;33;91;low;restaurant
12-12-2022;107;43;39;22;106;8;32;;289;white;5;96;medium;restaurant
13-12-2022;102;4;4;25;68;41;54;;338;white;86;105;medium;store
13-12-2022;61;53;8;19;77;24;45;;36;white;68;103;medium;bar
13-12-2022;83;65;1;29;89;17;40;;329;red;55;95;medium;restaurant
13-12-2022;133;43;58;19;7;15;40;;306;white;49;9;medium;bar
13-12-2022;77;715;1;21;64;31;43;;341;white;57;118;medium;restaurant
14-12-2022;116;32;55;28;81;35;67;10002;332;red;92;108;high;store
14-12-2022;8;;5;2;89;12;32;;336;white;61;10;medium;restaurant
